;NOME;INSTITUICAO_ENSINO_ALUNO;IDADE_ALUNO;ANOS_PM;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO;FASE;TURMA
681;ALUNO-682;Escola Pública;10;0;Não;8.138752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.6;7.5;9.0;7.1875;7.75;5.0;2020;1;A
682;ALUNO-683;Escola Pública;10;1;Não;7.301666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;9.8;5.0;10.0;2.5;6.99999;5.0;2020;0;G
683;ALUNO-684;Escola Pública;12;2;Não;7.867223333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.1;7.5;9.5;5.416666666666666;7.777773333333332;5.0;2020;1;R
684;ALUNO-685;Escola Pública;8;1;Não;7.730002000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.9;7.5;9.5;2.5;5.0;10.0;2020;0;F
685;ALUNO-686;Escola Pública;11;2;Não;7.767919;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;8.6;5.0;9.0;7.8125;7.333335;5.0;2020;0;D
687;ALUNO-688;Escola Pública;17;2;Não;6.893959333333333;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.25001;7.6;5.625;4.666666666666667;7.03125;7.75;10.0;2020;7;B
688;ALUNO-689;Rede Decisão/União;11;3;Sim;7.776669999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.3;5.0;5.5;5.0;9.58334;10.0;2020;2;B
690;ALUNO-691;Escola Pública;11;1;Não;7.694168666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;9.2;6.25;9.0;7.291666666666667;7.5;5.0;2020;1;C
692;ALUNO-693;Escola Pública;8;0;Não;8.25;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;10.0;2.5;6.99999;10.0;2020;0;H
694;ALUNO-695;Escola Pública;8;0;Não;8.631250000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;9.0;7.8125;6.99999;10.0;2020;0;C
695;ALUNO-696;Escola Pública;12;1;Sim;7.778336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.6;7.5;6.5;7.916666666666668;8.833336666666666;5.0;2020;2;G
697;ALUNO-698;Escola Pública;16;0;Não;7.008611666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08333;8.8;5.625;5.333333333333333;8.333333333333334;7.888893333333335;5.0;2020;5;B
698;ALUNO-699;Escola Pública;12;1;Não;6.792780666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;4.7;7.5;6.5;7.916666666666668;8.055560000000002;5.0;2020;2;P
699;ALUNO-700;Escola Pública;11;1;Não;6.966111333333335;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;6.9;7.5;4.5;7.916666666666668;6.222213333333333;10.0;2020;2;F
701;ALUNO-702;Escola Pública;9;1;Não;8.818057333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.5;7.5;10.0;7.291666666666667;7.944443333333333;10.0;2020;1;E
702;ALUNO-703;Escola Pública;13;1;Não;8.340419;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;9.9;7.5;9.5;8.4375;7.583335;5.0;2020;2;D
703;ALUNO-704;Escola Pública;11;2;Não;7.590002;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.7;7.5;3.5;7.5;7.75;10.0;2020;2;D
706;ALUNO-707;Escola Pública;14;1;Não;7.794168000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.7;7.5;8.0;7.708333333333334;7.666663333333333;5.0;2020;2;C
707;ALUNO-708;Escola Pública;10;1;Não;8.004724;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.1;7.5;10.0;7.291666666666667;7.777776666666667;5.0;2020;1;H
709;ALUNO-710;Rede Decisão/União;10;2;Não;8.431669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.2;6.25;9.0;7.5;8.333335;10.0;2020;2;B
711;ALUNO-712;Escola Pública;11;0;Não;7.588752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.6;7.5;7.5;7.1875;7.75;5.0;2020;1;B
712;ALUNO-713;Escola Pública;11;1;Não;6.066944666666666;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.83334;6.8;7.5;1.5;5.624999999999999;7.555553333333333;10.0;2020;2;J
713;ALUNO-714;Escola Pública;16;2;Não;5.550414999999999;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;2.7;4.375;4.5;6.5625;6.333325;10.0;2020;7;A
715;ALUNO-716;Escola Pública;9;1;Não;7.709168666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.9;7.5;3.5;8.125;7.833333333333333;10.0;2020;2;G
717;ALUNO-718;Escola Pública;14;1;Não;5.546668666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.4;4.375;0.0;7.291666666666667;7.5;5.0;2020;2;N
718;ALUNO-719;Escola Pública;10;3;Não;5.688333333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;5.4;4.375;1.5;7.708333333333334;6.49999;10.0;2020;2;F
719;ALUNO-720;Escola Pública;17;1;Não;6.325276333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.24999;7.3;6.25;4.0;7.708333333333334;7.72222;5.0;2020;5;L
720;ALUNO-721;Escola Pública;12;1;Não;5.660002;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;7.3;5.0;4.0;2.5;7.0;5.0;2020;1;G
723;ALUNO-724;Escola Pública;11;1;Não;7.861945333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.91668;9.4;7.5;6.0;7.291666666666667;8.055553333333332;10.0;2020;2;R
724;ALUNO-725;Escola Pública;11;2;Não;6.730835000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;3.3;5.0;7.0;6.875;7.916665;10.0;2020;2;M
730;ALUNO-731;Escola Pública;17;1;Não;6.437778666666668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;7.8;3.125;4.333333333333333;7.708333333333334;7.555553333333333;5.0;2020;5;L
731;ALUNO-732;Escola Pública;14;2;Não;7.851389666666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.0;7.5;7.666666666666667;8.541666666666666;7.611113333333334;10.0;2020;4;L
732;ALUNO-733;Escola Pública;11;2;Não;7.044585;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.9;8.125;2.5;7.1875;7.916665;10.0;2020;2;M
736;ALUNO-737;Escola Pública;11;1;Não;8.070001999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;9.6;7.5;6.5;7.5;7.5;10.0;2020;2;N
737;ALUNO-738;Escola Pública;12;2;Não;7.458336000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.0;6.875;6.0;8.541666666666668;8.333336666666668;5.0;2020;2;R
738;ALUNO-739;Rede Decisão/União;13;4;Sim;8.703753666666667;A;Topázio;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;7.3;10.0;8.333333333333334;8.4375;8.666675;10.0;2020;3;A
739;ALUNO-740;Escola Pública;10;0;Não;7.940418;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;9.4;8.125;10.0;7.8125;5.83333;5.0;2020;0;D
742;ALUNO-743;Rede Decisão/União;8;0;Não;7.993333000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.8;5.0;10.0;2.5;6.916655;10.0;2020;0;H
743;ALUNO-744;Escola Pública;17;1;Não;5.075208833333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5.41667;4.6;5.0;2.6666666666666665;6.71875;7.0416675;5.0;2020;6;C
744;ALUNO-745;Escola Pública;15;1;Não;5.955279;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;5.7;7.5;2.0;8.125;7.38889;5.0;2020;4;L
745;ALUNO-746;Rede Decisão/União;10;2;Sim;8.890836;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.1;7.5;9.0;8.541666666666666;8.833336666666666;10.0;2020;2;F
746;ALUNO-747;Escola Pública;13;1;Não;8.154376000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;9.1;5.625;8.0;7.96875;7.91667;10.0;2020;3;B
748;ALUNO-749;Escola Pública;14;2;Não;6.502500333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;3.7;7.5;5.333333333333333;8.541666666666666;5.666659999999999;10.0;2020;4;L
749;ALUNO-750;Escola Pública;16;0;Não;5.549445666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;6.4;6.875;0.0;8.125;6.555553333333332;5.0;2020;4;B
752;ALUNO-753;Escola Pública;12;1;Não;6.485277;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;6.6;7.5;2.333333333333333;8.125;6.722216666666666;10.0;2020;3;E
754;ALUNO-755;Escola Pública;13;3;Não;7.735417;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;7.5;5.0;8.0;8.4375;7.5;10.0;2020;3;L
755;ALUNO-756;Escola Pública;14;1;Não;7.434168;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.9;7.5;9.0;4.375;6.33333;5.0;2020;2;B
756;ALUNO-757;Escola Pública;13;3;Não;6.240207333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;5.41666;4.3;7.5;4.666666666666667;7.96875;6.791665;10.0;2020;3;A
757;ALUNO-758;Escola Pública;11;0;Não;7.436114000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;7.5;7.5;4.25;7.916666666666666;8.222226666666666;10.0;2020;2;L
759;ALUNO-760;Escola Pública;7;0;Não;8.641250000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.8;7.5;10.0;7.8125;6.24999;10.0;2020;0;G
765;ALUNO-766;Escola Pública;15;0;Não;6.824446333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;7.4;7.5;3.6666666666666665;8.749999999999998;8.055560000000002;5.0;2020;4;B
766;ALUNO-767;Escola Pública;13;2;Não;7.096875;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;5.0;7.5;7.0;7.96875;6.16666;10.0;2020;3;L
767;ALUNO-768;Rede Decisão/União;14;3;Sim;7.727224;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;9.9;4.375;7.666666666666667;7.291666666666667;8.77778;5.0;2020;3;G
772;ALUNO-773;Escola Pública;12;4;Sim;7.854724666666667;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;5.6;7.5;9.5;8.958333333333334;8.944446666666664;5.0;2020;2;E
775;ALUNO-776;Escola Pública;14;0;Não;5.591389333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.2;7.5;1.6666666666666667;7.291666666666667;6.611106666666666;5.0;2020;3;R
776;ALUNO-777;Escola Pública;13;1;Não;7.012085000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;7.8;5.0;7.25;7.1875;7.416665;5.0;2020;1;D
778;ALUNO-779;Escola Pública;16;3;Não;6.48;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;3.9;7.5;4.0;7.5;7.624995;10.0;2020;6;C
779;ALUNO-780;Escola Pública;12;0;Não;8.103542166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;8.2;7.5;8.333333333333334;7.96875;6.6666625;10.0;2020;3;M
781;ALUNO-782;Rede Decisão/União;14;3;Sim;8.435835666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.7;9.375;5.666666666666667;9.166666666666666;9.166673333333334;10.0;2020;5;B
782;ALUNO-783;Escola Pública;11;0;Não;6.995835000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;8.0;7.5;4.5;8.125;7.916665;5.0;2020;1;M
784;ALUNO-785;Escola Pública;11;1;Não;8.812502;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.5;7.5;9.0;8.125;7.75;10.0;2020;2;B
785;ALUNO-786;Escola Pública;16;2;Não;5.065416;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;1.9;7.5;3.0;7.1875;6.83333;5.0;2020;5;F
788;ALUNO-789;Escola Pública;15;2;Não;4.682222333333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;2.8;7.5;0.0;7.916666666666668;5.611103333333333;5.0;2020;4;L
789;ALUNO-790;Escola Pública;13;1;Sim;9.198059333333331;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.9;7.5;8.666666666666666;9.791666666666666;9.777786666666666;10.0;2020;3;C
791;ALUNO-792;Escola Pública;11;3;Não;7.783335;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.5;4.375;10.0;8.125;7.166665;5.0;2020;1;G
792;ALUNO-793;Escola Pública;9;0;Não;8.118749000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.83334;10.0;7.5;10.0;7.1875;7.333325;5.0;2020;0;E
793;ALUNO-794;Rede Decisão/União;11;3;Sim;8.281114;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.6;6.25;6.5;7.916666666666668;8.722226666666666;10.0;2020;2;L
794;ALUNO-795;Escola Pública;12;1;Não;7.971252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;9.7;7.5;7.0;7.8125;8.0;5.0;2020;2;D
795;ALUNO-796;Escola Pública;13;2;Não;8.615210166666667;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.8;7.5;8.333333333333334;7.96875;7.6250025;10.0;2020;3;B
796;ALUNO-797;Escola Pública;12;1;Não;6.857223333333333;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.8;4.375;6.5;6.875;8.111106666666666;5.0;2020;1;R
802;ALUNO-803;Escola Pública;7;0;Não;6.979172000000001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;5.625;7.0;2.5;4.333349999999999;10.0;2020;0;G
806;ALUNO-807;Escola Pública;8;1;Não;8.091669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;10.0;6.25;9.0;2.5;7.833335;10.0;2020;0;E
810;ALUNO-811;Rede Decisão/União;11;2;Não;8.196669;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.4;7.5;9.0;7.5;8.083335;10.0;2020;2;B
812;ALUNO-813;Escola Pública;9;2;Não;8.388752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;7.6;7.5;10.0;7.1875;8.0;10.0;2020;1;F
813;ALUNO-814;Escola Pública;11;1;Não;6.864723333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91668;9.4;5.625;3.75;7.916666666666668;7.944443333333333;5.0;2020;1;E
816;ALUNO-817;Escola Pública;10;1;Não;8.341669000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.5;7.5;7.0;6.25;8.333335;10.0;2020;2;B
819;ALUNO-820;Rede Decisão/União;14;3;Sim;8.332223666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;8.3;5.0;9.0;8.749999999999998;8.944453333333334;10.0;2020;4;B
