;NOME;INSTITUICAO_ENSINO_ALUNO;IDADE_ALUNO;ANOS_PM;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO;FASE;TURMA
820;ALUNO-821;Escola Pública;12;1;Não;7.1236120000000005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;6.5;5.0;9.0;7.291666666666668;7.222216666666665;5.0;2020;1;R
822;ALUNO-823;Rede Decisão/União;10;2;Não;8.450835333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.4;8.125;9.5;7.916666666666668;8.333333333333334;5.0;2020;1;N
823;ALUNO-824;Escola Pública;10;1;Não;7.751390666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.0;6.25;9.5;6.875;7.444443333333333;5.0;2020;1;N
824;ALUNO-825;Escola João Paulo II;13;2;Não;5.730206833333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;4.5;3.75;4.666666666666667;6.71875;5.4999925;10.0;2020;3;A
825;ALUNO-826;Escola Pública;11;0;Não;6.381112000000001;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.000020000000001;6.1;7.5;3.5;6.666666666666667;6.222216666666667;10.0;2020;2;L
827;ALUNO-828;Rede Decisão/União;15;4;Sim;7.503891;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91667;8.2;5.625;7.0;8.541666666666666;8.777786666666666;5.0;2020;4;L
828;ALUNO-829;Escola Pública;12;3;Não;6.508056333333332;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.2;7.5;0.0;7.708333333333334;6.944439999999998;10.0;2020;3;F
829;ALUNO-830;Rede Decisão/União;13;3;Sim;9.098615;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;10.0;10.0;7.0;8.958333333333332;9.222233333333334;10.0;2020;4;B
830;ALUNO-831;Escola Pública;11;1;Não;7.889583000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;8.5;6.5625;6.916655;5.0;2020;0;H
834;ALUNO-835;Escola Pública;11;4;Não;5.032083;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;7.9;3.125;0.0;6.5625;7.416665;10.0;2020;2;M
836;ALUNO-837;Escola Pública;16;1;Não;4.045624;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;3.4;5.0;0.0;6.40625;6.124995;10.0;2020;6;A
837;ALUNO-838;Rede Decisão/União;15;4;Não;7.9133346666666675;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;8.4;5.0;7.333333333333333;8.333333333333334;8.000003333333334;10.0;2020;5;B
839;ALUNO-840;Escola Pública;8;1;Não;7.487501000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;4.375;10.0;2.5;4.499995;10.0;2020;0;E
841;ALUNO-842;Escola Pública;14;4;Não;4.603611;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;3.9;4.375;0.0;5.833333333333333;4.2222133333333325;10.0;2020;4;L
845;ALUNO-846;Escola Pública;17;1;Não;6.988332833333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.08333;6.4;5.625;6.166666666666667;6.875;7.5833325;10.0;2020;7;B
847;ALUNO-848;Escola Pública;12;1;Não;7.432918;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.3;6.875;7.0;7.1875;7.58333;5.0;2020;2;M
848;ALUNO-849;Escola Pública;10;0;Não;7.857501333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.916679999999999;8.6;7.5;9.0;7.291666666666667;7.833333333333333;5.0;2020;1;J
849;ALUNO-850;Rede Decisão/União;12;4;Não;8.186876333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.7;7.5;6.666666666666667;7.96875;7.25;10.0;2020;3;B
850;ALUNO-851;Escola Pública;9;1;Não;7.649999999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;7.5;9.0;2.5;6.99999;5.0;2020;0;H
854;ALUNO-855;Escola Pública;13;0;Não;7.356112666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.6;7.5;8.0;7.083333333333334;6.888886666666665;5.0;2020;2;L
857;ALUNO-858;Escola Pública;10;1;Sim;8.590003000000001;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.7;6.875;9.5;8.125;9.250005;5.0;2020;1;A
859;ALUNO-860;Escola Pública;14;2;Sim;8.448612666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;10.0;7.5;8.666666666666666;8.541666666666666;8.888893333333332;5.0;2020;3;C
860;ALUNO-861;Escola Pública;14;0;Não;8.080835;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;8.8;7.5;8.666666666666666;8.125;7.833333333333334;5.0;2020;3;J
861;ALUNO-862;Escola Pública;10;1;Não;8.345835333333333;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.5;6.875;10.0;7.083333333333334;8.0;5.0;2020;1;J
865;ALUNO-866;Escola Pública;8;1;Não;8.558752;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.7;7.5;9.0;7.1875;7.25;10.0;2020;1;A
871;ALUNO-872;Rede Decisão/União;12;3;Não;6.996391333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.1;4.375;6.0;7.5;7.944446666666667;5.0;2020;2;N
872;ALUNO-873;Escola Pública;11;0;Não;7.506112;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.6;7.5;7.5;6.25;7.555549999999999;5.0;2020;1;K
873;ALUNO-874;Rede Decisão/União;14;4;Não;7.706946333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.0;5.0;6.333333333333333;8.541666666666666;8.05556;10.0;2020;4;L
876;ALUNO-877;Escola Pública;12;1;Não;7.543335000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.3;7.5;7.5;7.5;7.916665;5.0;2020;2;M
879;ALUNO-880;Escola Pública;14;1;Não;4.8113893333333335;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;5.8;5.0;0.5;6.875;5.611106666666666;5.0;2020;2;F
885;ALUNO-886;Escola Pública;7;0;Não;8.71667;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;7.5;8.5;7.5;7.58334;10.0;2020;0;C
887;ALUNO-888;Escola Pública;8;0;Não;6.593890666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;7.9;7.5;0.0;7.916666666666668;8.11111;10.0;2020;1;K
888;ALUNO-889;Escola Pública;12;1;Não;7.633752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;8.7;7.5;7.0;8.4375;7.5;5.0;2020;2;D
889;ALUNO-890;Escola Pública;12;2;Não;6.867500666666667;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;7.9;6.875;5.5;6.666666666666667;7.166659999999999;5.0;2020;2;R
891;ALUNO-892;Escola Pública;11;1;Não;7.698057333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.4;7.5;6.5;7.291666666666667;7.944443333333333;5.0;2020;1;E
893;ALUNO-894;Escola Pública;14;2;Não;8.799447333333335;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;9.4;8.125;8.0;8.958333333333334;8.05556;10.0;2020;5;A
897;ALUNO-898;Escola Pública;13;3;Não;7.105001;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;7.9;4.375;7.5;8.125;7.916665;5.0;2020;2;M
898;ALUNO-899;Escola Pública;10;1;Não;7.812502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;9.5;7.5;7.5;8.125;7.75;5.0;2020;1;D
901;ALUNO-902;Escola Pública;8;1;Não;7.716669;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;7.5;8.0;2.5;6.083335;10.0;2020;0;A
902;ALUNO-903;Escola Pública;8;0;Não;8.885835;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.2;7.5;10.0;8.125;7.916665;10.0;2020;1;M
903;ALUNO-904;Escola Pública;13;0;Não;7.9385425;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.5;7.5;7.0;7.96875;6.6666625;10.0;2020;3;A
905;ALUNO-906;Rede Decisão/União;16;3;Sim;8.927781333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10.00002;10.0;10.0;7.666666666666667;9.166666666666666;9.888896666666668;5.0;2020;4;A
906;ALUNO-907;Escola Pública;9;0;Não;8.118335333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.8;7.5;7.0;7.916666666666668;7.333333333333333;10.0;2020;1;C
907;ALUNO-908;Escola Pública;13;1;Não;7.156668;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.41668;7.7;6.875;7.5;6.875;7.5;5.0;2020;2;B
908;ALUNO-909;Escola Pública;12;1;Não;6.241251999999999;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;6.3;7.5;2.0;7.8125;8.0;5.0;2020;2;H
909;ALUNO-910;Escola Pública;16;4;Não;4.328750666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.58335;0.8;3.125;1.3333333333333333;7.8125;6.749995;5.0;2020;5;G
910;ALUNO-911;Escola Pública;15;1;Não;6.5970838333333335;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5.83334;8.1;3.75;7.666666666666667;7.1875;6.3333325;5.0;2020;3;A
911;ALUNO-912;Escola Pública;15;1;Não;4.745832666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;1.0;7.5;2.6666666666666665;8.125;5.1666566666666665;5.0;2020;4;A
915;ALUNO-916;Rede Decisão/União;13;3;Sim;8.5077105;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;8.7;7.5;7.0;8.59375;9.8333425;10.0;2020;3;L
916;ALUNO-917;FIAP;18;1;;8.893334;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;8.33334;10.0;7.5;8.9;0.0;0.0;10.0;2020;8;A
918;ALUNO-919;Escola Pública;15;0;Não;7.1305570000000005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;6.0;7.5;5.333333333333333;7.500000000000001;7.444446666666667;10.0;2020;5;A
919;ALUNO-920;Rede Decisão/União;15;2;Sim;7.589375500000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.08333;9.4;4.375;7.0;7.96875;9.3333375;5.0;2020;4;F
921;ALUNO-922;Escola Pública;10;1;Sim;7.287919;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.7;4.375;4.5;5.9375;8.833335;10.0;2020;2;H
922;ALUNO-923;Escola Pública;8;0;Não;7.400002000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;5.0;9.0;2.5;4.75;10.0;2020;0;E
925;ALUNO-926;Escola Pública;12;2;Não;7.648612;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.5;5.0;8.5;6.875;7.055549999999999;5.0;2020;2;G
926;ALUNO-927;Escola Pública;9;0;Não;8.537502;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.500020000000001;8.0;7.5;10.0;7.708333333333334;7.833333333333333;10.0;2020;1;K
927;ALUNO-928;Escola Pública;17;1;Sim;8.297085166666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.1;7.5;6.833333333333333;8.4375;9.2083375;10.0;2020;7;A
928;ALUNO-929;Escola Pública;14;2;Não;4.465625;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;0.0;7.5;0.0;7.65625;5.374995;10.0;2020;4;F
